011211,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011212,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011214,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011215,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011216,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011218,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011219,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011221,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011223,内蒙古自治区,锡林郭勒盟,苏尼特右旗
011300,内蒙古自治区,锡林郭勒盟,锡林浩特市
011356,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011357,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011359,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011361,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011363,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011364,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011365,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011366,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011367,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011368,内蒙古自治区,锡林郭勒盟,苏尼特左旗
011400,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011406,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011408,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011409,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011411,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011412,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011413,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011414,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011416,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011417,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011418,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011419,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
011500,内蒙古自治区,呼和浩特市,和林格尔县
011505,内蒙古自治区,呼和浩特市,和林格尔县
011506,内蒙古自治区,呼和浩特市,和林格尔县
011507,内蒙古自治区,呼和浩特市,和林格尔县
011508,内蒙古自治区,呼和浩特市,和林格尔县
011511,内蒙古自治区,呼和浩特市,和林格尔县
011512,内蒙古自治区,呼和浩特市,和林格尔县
011513,内蒙古自治区,呼和浩特市,和林格尔县
011514,内蒙古自治区,呼和浩特市,和林格尔县
011515,内蒙古自治区,呼和浩特市,和林格尔县
011516,内蒙古自治区,呼和浩特市,和林格尔县
011517,内蒙古自治区,呼和浩特市,和林格尔县
011518,内蒙古自治区,呼和浩特市,和林格尔县
011600,内蒙古自治区,呼和浩特市,清水河县
011609,内蒙古自治区,呼和浩特市,清水河县
011611,内蒙古自治区,呼和浩特市,清水河县
011612,内蒙古自治区,呼和浩特市,清水河县
011614,内蒙古自治区,呼和浩特市,清水河县
011616,内蒙古自治区,呼和浩特市,清水河县
011618,内蒙古自治区,呼和浩特市,清水河县
011619,内蒙古自治区,呼和浩特市,清水河县
011700,内蒙古自治区,呼和浩特市,武川县
011705,内蒙古自治区,呼和浩特市,武川县
011706,内蒙古自治区,呼和浩特市,武川县
011709,内蒙古自治区,呼和浩特市,武川县
011711,内蒙古自治区,呼和浩特市,武川县
011712,内蒙古自治区,呼和浩特市,武川县
011714,内蒙古自治区,呼和浩特市,武川县
011715,内蒙古自治区,呼和浩特市,武川县
011800,内蒙古自治区,乌兰察布市,四子王旗
011807,内蒙古自治区,乌兰察布市,四子王旗
011808,内蒙古自治区,乌兰察布市,四子王旗
011809,内蒙古自治区,乌兰察布市,四子王旗
011811,内蒙古自治区,乌兰察布市,四子王旗
011812,内蒙古自治区,乌兰察布市,四子王旗
011815,内蒙古自治区,乌兰察布市,四子王旗
011817,内蒙古自治区,乌兰察布市,四子王旗
011818,内蒙古自治区,乌兰察布市,四子王旗
011819,内蒙古自治区,乌兰察布市,四子王旗
011821,内蒙古自治区,乌兰察布市,四子王旗
011822,内蒙古自治区,乌兰察布市,四子王旗
011823,内蒙古自治区,乌兰察布市,四子王旗
011824,内蒙古自治区,乌兰察布市,四子王旗
011825,内蒙古自治区,乌兰察布市,四子王旗
011826,内蒙古自治区,乌兰察布市,四子王旗
011827,内蒙古自治区,乌兰察布市,四子王旗
011828,内蒙古自治区,乌兰察布市,四子王旗
011829,内蒙古自治区,乌兰察布市,四子王旗
011831,内蒙古自治区,乌兰察布市,四子王旗
012000,内蒙古自治区,乌兰察布市,集宁区
012001,内蒙古自治区,乌兰察布市,集宁区
012100,内蒙古自治区,乌兰察布市,丰镇市
012106,内蒙古自治区,乌兰察布市,丰镇市
012108,内蒙古自治区,乌兰察布市,丰镇市
012111,内蒙古自治区,乌兰察布市,丰镇市
012114,内蒙古自治区,乌兰察布市,丰镇市
012117,内蒙古自治区,乌兰察布市,丰镇市
012118,内蒙古自治区,乌兰察布市,丰镇市
012123,内蒙古自治区,乌兰察布市,丰镇市
012200,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
012202,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
012209,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
012211,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
012212,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
012213,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
012215,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
012217,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
012300,内蒙古自治区,乌兰察布市,卓资县
012306,内蒙古自治区,乌兰察布市,卓资县
012308,内蒙古自治区,乌兰察布市,卓资县
012309,内蒙古自治区,乌兰察布市,卓资县
012312,内蒙古自治区,乌兰察布市,卓资县
012314,内蒙古自治区,乌兰察布市,卓资县
012318,内蒙古自治区,乌兰察布市,卓资县
012400,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
012406,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
012407,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
012408,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
012409,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
012411,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
012415,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
013250,内蒙古自治区,锡林郭勒盟,镶黄旗
013261,内蒙古自治区,锡林郭勒盟,镶黄旗
013262,内蒙古自治区,锡林郭勒盟,镶黄旗
013263,内蒙古自治区,锡林郭勒盟,镶黄旗
013350,内蒙古自治区,乌兰察布市,化德县
013356,内蒙古自治区,乌兰察布市,化德县
013357,内蒙古自治区,乌兰察布市,化德县
013358,内蒙古自治区,乌兰察布市,化德县
013361,内蒙古自治区,乌兰察布市,化德县
013362,内蒙古自治区,乌兰察布市,卓资县
013364,内蒙古自治区,乌兰察布市,化德县
013365,内蒙古自治区,乌兰察布市,化德县
013366,内蒙古自治区,乌兰察布市,化德县
013367,内蒙古自治区,乌兰察布市,化德县
013368,内蒙古自治区,乌兰察布市,化德县
013450,内蒙古自治区,乌兰察布市,商都县
013456,内蒙古自治区,乌兰察布市,商都县
013457,内蒙古自治区,乌兰察布市,商都县
013458,内蒙古自治区,乌兰察布市,商都县
013459,内蒙古自治区,乌兰察布市,商都县
013461,内蒙古自治区,乌兰察布市,商都县
013462,内蒙古自治区,乌兰察布市,商都县
013463,内蒙古自治区,乌兰察布市,商都县
013464,内蒙古自治区,乌兰察布市,商都县
013465,内蒙古自治区,乌兰察布市,商都县
013466,内蒙古自治区,乌兰察布市,商都县
013467,内蒙古自治区,乌兰察布市,商都县
013550,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
013556,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
013557,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
013558,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
013559,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
013561,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
013562,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
013563,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
013650,内蒙古自治区,乌兰察布市,兴和县
013656,内蒙古自治区,乌兰察布市,兴和县
013657,内蒙古自治区,乌兰察布市,兴和县
013658,内蒙古自治区,乌兰察布市,兴和县
013659,内蒙古自治区,乌兰察布市,兴和县
013661,内蒙古自治区,乌兰察布市,兴和县
013662,内蒙古自治区,乌兰察布市,兴和县
013663,内蒙古自治区,乌兰察布市,兴和县
013664,内蒙古自治区,乌兰察布市,兴和县
013665,内蒙古自治区,乌兰察布市,兴和县
013666,内蒙古自治区,乌兰察布市,商都县
013667,内蒙古自治区,乌兰察布市,兴和县
013750,内蒙古自治区,乌兰察布市,凉城县
013755,内蒙古自治区,乌兰察布市,凉城县
013756,内蒙古自治区,乌兰察布市,凉城县
013757,内蒙古自治区,乌兰察布市,凉城县
013758,内蒙古自治区,乌兰察布市,凉城县
013761,内蒙古自治区,乌兰察布市,凉城县
013764,内蒙古自治区,乌兰察布市,凉城县
013767,内蒙古自治区,乌兰察布市,凉城县
013800,内蒙古自治区,锡林郭勒盟,正镶白旗
013809,内蒙古自治区,锡林郭勒盟,正镶白旗
013813,内蒙古自治区,锡林郭勒盟,正镶白旗
013815,内蒙古自治区,锡林郭勒盟,正镶白旗
013816,内蒙古自治区,锡林郭勒盟,正镶白旗
013817,内蒙古自治区,锡林郭勒盟,正镶白旗
013818,内蒙古自治区,锡林郭勒盟,正镶白旗
014010,内蒙古自治区,包头市,昆都仑区
014012,内蒙古自治区,包头市,昆都仑区
014015,内蒙古自治区,包头市,昆都仑区
014020,内蒙古自治区,包头市,东河区
014030,内蒙古自治区,包头市,昆都仑区
014040,内蒙古自治区,包头市,东河区
014046,内蒙古自治区,包头市,东河区
014047,内蒙古自治区,包头市,东河区
014048,内蒙古自治区,包头市,东河区
014060,内蒙古自治区,包头市,东河区
014070,内蒙古自治区,包头市,石拐区
014073,内蒙古自治区,包头市,石拐区
014074,内蒙古自治区,包头市,石拐区
014075,内蒙古自治区,包头市,石拐区
014076,内蒙古自治区,包头市,石拐区
014080,内蒙古自治区,包头市,白云鄂博矿区
014100,内蒙古自治区,包头市,土默特右旗
014105,内蒙古自治区,包头市,土默特右旗
014108,内蒙古自治区,包头市,土默特右旗
014111,内蒙古自治区,包头市,土默特右旗
014112,内蒙古自治区,包头市,土默特右旗
014113,内蒙古自治区,包头市,土默特右旗
014114,内蒙古自治区,包头市,土默特右旗
014115,内蒙古自治区,包头市,土默特右旗
014116,内蒙古自治区,包头市,土默特右旗
014117,内蒙古自治区,包头市,土默特右旗
014118,内蒙古自治区,包头市,土默特右旗
014200,内蒙古自治区,包头市,固阳县
014202,内蒙古自治区,包头市,固阳县
014206,内蒙古自治区,包头市,固阳县
014207,内蒙古自治区,包头市,固阳县
014208,内蒙古自治区,包头市,固阳县
014209,内蒙古自治区,包头市,固阳县
014212,内蒙古自治区,包头市,固阳县
014213,内蒙古自治区,包头市,固阳县
014214,内蒙古自治区,包头市,固阳县
014215,内蒙古自治区,包头市,固阳县
014216,内蒙古自治区,包头市,固阳县
014217,内蒙古自治区,包头市,固阳县
014218,内蒙古自治区,包头市,固阳县
014300,内蒙古自治区,鄂尔多斯市,达拉特旗
014306,内蒙古自治区,鄂尔多斯市,达拉特旗
014308,内蒙古自治区,鄂尔多斯市,达拉特旗
014309,内蒙古自治区,鄂尔多斯市,达拉特旗
014310,内蒙古自治区,鄂尔多斯市,达拉特旗
014312,内蒙古自治区,鄂尔多斯市,达拉特旗
014313,内蒙古自治区,鄂尔多斯市,达拉特旗
014314,内蒙古自治区,鄂尔多斯市,达拉特旗
014315,内蒙古自治区,鄂尔多斯市,达拉特旗
014316,内蒙古自治区,鄂尔多斯市,达拉特旗
014318,内蒙古自治区,鄂尔多斯市,达拉特旗
014319,内蒙古自治区,鄂尔多斯市,达拉特旗
014321,内蒙古自治区,鄂尔多斯市,达拉特旗
014322,内蒙古自治区,鄂尔多斯市,达拉特旗
014323,内蒙古自治区,鄂尔多斯市,达拉特旗
014324,内蒙古自治区,鄂尔多斯市,达拉特旗
014325,内蒙古自治区,鄂尔多斯市,达拉特旗
014326,内蒙古自治区,鄂尔多斯市,达拉特旗
014327,内蒙古自治区,鄂尔多斯市,达拉特旗
014400,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014404,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014405,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014406,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014407,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014409,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014411,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014413,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014414,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014415,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014416,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014417,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014418,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014419,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014421,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014423,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014426,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014427,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014428,内蒙古自治区,巴彦淖尔市,乌拉特前旗
014500,内蒙古自治区,包头市,达尔罕茂明安联合旗
014506,内蒙古自治区,包头市,达尔罕茂明安联合旗
014507,内蒙古自治区,包头市,达尔罕茂明安联合旗
014508,内蒙古自治区,包头市,达尔罕茂明安联合旗
014511,内蒙古自治区,包头市,达尔罕茂明安联合旗
014512,内蒙古自治区,包头市,达尔罕茂明安联合旗
014514,内蒙古自治区,包头市,达尔罕茂明安联合旗
014515,内蒙古自治区,包头市,达尔罕茂明安联合旗
014516,内蒙古自治区,包头市,达尔罕茂明安联合旗
014518,内蒙古自治区,包头市,达尔罕茂明安联合旗
014519,内蒙古自治区,包头市,达尔罕茂明安联合旗
014521,内蒙古自治区,包头市,达尔罕茂明安联合旗
014523,内蒙古自治区,包头市,达尔罕茂明安联合旗
014524,内蒙古自治区,包头市,达尔罕茂明安联合旗
014525,内蒙古自治区,包头市,达尔罕茂明安联合旗
014526,内蒙古自治区,包头市,达尔罕茂明安联合旗
014527,内蒙古自治区,包头市,达尔罕茂明安联合旗
015000,内蒙古自治区,巴彦淖尔市,临河区
015001,内蒙古自治区,巴彦淖尔市,临河区
015002,内蒙古自治区,巴彦淖尔市,临河区
015006,内蒙古自治区,巴彦淖尔市,临河区
015008,内蒙古自治区,巴彦淖尔市,临河区
015009,内蒙古自治区,巴彦淖尔市,临河区
015011,内蒙古自治区,巴彦淖尔市,临河区
015013,内蒙古自治区,巴彦淖尔市,临河区
015014,内蒙古自治区,巴彦淖尔市,临河区
015015,内蒙古自治区,巴彦淖尔市,临河区
015021,内蒙古自治区,巴彦淖尔市,临河区
015022,内蒙古自治区,巴彦淖尔市,临河区
015023,内蒙古自治区,巴彦淖尔市,临河区
015024,内蒙古自治区,巴彦淖尔市,临河区
015031,内蒙古自治区,巴彦淖尔市,临河区
015032,内蒙古自治区,巴彦淖尔市,临河区
015033,内蒙古自治区,巴彦淖尔市,临河区
015034,内蒙古自治区,巴彦淖尔市,临河区
015035,内蒙古自治区,巴彦淖尔市,临河区
015100,内蒙古自治区,巴彦淖尔市,五原县
015106,内蒙古自治区,巴彦淖尔市,五原县
015107,内蒙古自治区,巴彦淖尔市,五原县
015108,内蒙古自治区,巴彦淖尔市,五原县
015109,内蒙古自治区,巴彦淖尔市,五原县
015112,内蒙古自治区,巴彦淖尔市,五原县
015113,内蒙古自治区,巴彦淖尔市,五原县
015114,内蒙古自治区,巴彦淖尔市,五原县
015115,内蒙古自治区,巴彦淖尔市,五原县
015118,内蒙古自治区,巴彦淖尔市,五原县
015121,内蒙古自治区,巴彦淖尔市,五原县
015123,内蒙古自治区,巴彦淖尔市,五原县
015124,内蒙古自治区,巴彦淖尔市,五原县
015125,内蒙古自治区,巴彦淖尔市,五原县
015126,内蒙古自治区,巴彦淖尔市,五原县
015200,内蒙古自治区,巴彦淖尔市,磴口县
015207,内蒙古自治区,巴彦淖尔市,磴口县
015208,内蒙古自治区,巴彦淖尔市,磴口县
015209,内蒙古自治区,巴彦淖尔市,磴口县
015211,内蒙古自治区,巴彦淖尔市,磴口县
015212,内蒙古自治区,巴彦淖尔市,磴口县
015213,内蒙古自治区,巴彦淖尔市,磴口县
015214,内蒙古自治区,巴彦淖尔市,磴口县
015215,内蒙古自治区,巴彦淖尔市,磴口县
015216,内蒙古自治区,巴彦淖尔市,磴口县
015217,内蒙古自治区,巴彦淖尔市,磴口县
015218,内蒙古自治区,巴彦淖尔市,磴口县
015219,内蒙古自治区,巴彦淖尔市,磴口县
015220,内蒙古自治区,巴彦淖尔市,磴口县
015221,内蒙古自治区,巴彦淖尔市,磴口县
015300,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015308,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015309,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015313,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015315,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015316,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015317,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015321,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015323,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015327,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015328,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015331,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015332,内蒙古自治区,巴彦淖尔市,乌拉特中旗
015400,内蒙古自治区,巴彦淖尔市,乌拉特后旗
015406,内蒙古自治区,巴彦淖尔市,杭锦后旗
015407,内蒙古自治区,巴彦淖尔市,杭锦后旗
015408,内蒙古自治区,巴彦淖尔市,杭锦后旗
015409,内蒙古自治区,巴彦淖尔市,杭锦后旗
015411,内蒙古自治区,巴彦淖尔市,杭锦后旗
015412,内蒙古自治区,巴彦淖尔市,杭锦后旗
015413,内蒙古自治区,巴彦淖尔市,杭锦后旗
015414,内蒙古自治区,巴彦淖尔市,杭锦后旗
015415,内蒙古自治区,巴彦淖尔市,杭锦后旗
015416,内蒙古自治区,巴彦淖尔市,杭锦后旗
015417,内蒙古自治区,巴彦淖尔市,杭锦后旗
015418,内蒙古自治区,巴彦淖尔市,杭锦后旗
015419,内蒙古自治区,巴彦淖尔市,杭锦后旗
015421,内蒙古自治区,巴彦淖尔市,杭锦后旗
015422,内蒙古自治区,巴彦淖尔市,杭锦后旗
015500,内蒙古自治区,巴彦淖尔市,乌拉特后旗
015542,内蒙古自治区,巴彦淖尔市,乌拉特后旗
015543,内蒙古自治区,巴彦淖尔市,乌拉特后旗
016000,内蒙古自治区,乌海市,海勃湾区
016011,内蒙古自治区,乌海市,海勃湾区
016013,内蒙古自治区,乌海市,海勃湾区
016014,内蒙古自治区,乌海市,海勃湾区
016030,内蒙古自治区,乌海市,海南区
016031,内蒙古自治区,乌海市,海南区
016032,内蒙古自治区,乌海市,海南区
016033,内蒙古自治区,乌海市,海南区
016034,内蒙古自治区,乌海市,海南区
016035,内蒙古自治区,乌海市,海南区
016040,内蒙古自治区,乌海市,乌达区
016041,内蒙古自治区,乌海市,乌达区
016042,内蒙古自治区,乌海市,乌达区
016043,内蒙古自治区,乌海市,乌达区
016044,内蒙古自治区,乌海市,乌达区
016046,内蒙古自治区,乌海市,乌达区
016055,内蒙古自治区,阿拉善盟,阿拉善左旗
016061,内蒙古自治区,乌海市,海南区
016062,内蒙古自治区,乌海市,海勃湾区
016063,内蒙古自治区,乌海市,海勃湾区
016064,内蒙古自治区,鄂尔多斯市,鄂托克旗
016065,内蒙古自治区,鄂尔多斯市,鄂托克旗
016100,内蒙古自治区,鄂尔多斯市,鄂托克旗
016105,内蒙古自治区,鄂尔多斯市,鄂托克旗
016106,内蒙古自治区,鄂尔多斯市,鄂托克旗
016107,内蒙古自治区,鄂尔多斯市,鄂托克旗
016108,内蒙古自治区,鄂尔多斯市,鄂托克旗
016109,内蒙古自治区,鄂尔多斯市,鄂托克旗
016111,内蒙古自治区,鄂尔多斯市,鄂托克旗
016200,内蒙古自治区,鄂尔多斯市,鄂托克前旗
016206,内蒙古自治区,鄂尔多斯市,鄂托克旗
016209,内蒙古自治区,鄂尔多斯市,鄂托克旗
016213,内蒙古自治区,鄂尔多斯市,鄂托克旗
017000,内蒙古自治区,鄂尔多斯市,东胜区
017001,内蒙古自治区,鄂尔多斯市,东胜区
017002,内蒙古自治区,鄂尔多斯市,东胜区
017006,内蒙古自治区,鄂尔多斯市,东胜区
017007,内蒙古自治区,鄂尔多斯市,东胜区
017008,内蒙古自治区,鄂尔多斯市,东胜区
017009,内蒙古自治区,鄂尔多斯市,东胜区
017200,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017205,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017206,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017207,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017208,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017209,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017211,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017212,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017213,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017214,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
017300,内蒙古自治区,鄂尔多斯市,乌审旗
017307,内蒙古自治区,鄂尔多斯市,乌审旗
017309,内蒙古自治区,鄂尔多斯市,乌审旗
017312,内蒙古自治区,鄂尔多斯市,乌审旗
017315,内蒙古自治区,鄂尔多斯市,乌审旗
017317,内蒙古自治区,鄂尔多斯市,乌审旗
017318,内蒙古自治区,鄂尔多斯市,乌审旗
017400,内蒙古自治区,鄂尔多斯市,杭锦旗
017406,内蒙古自治区,鄂尔多斯市,杭锦旗
017417,内蒙古自治区,鄂尔多斯市,杭锦旗
017418,内蒙古自治区,鄂尔多斯市,杭锦旗
017419,内蒙古自治区,鄂尔多斯市,杭锦旗
017421,内蒙古自治区,鄂尔多斯市,杭锦旗
017422,内蒙古自治区,鄂尔多斯市,杭锦旗
017423,内蒙古自治区,鄂尔多斯市,杭锦旗
021000,内蒙古自治区,呼伦贝尔市,海拉尔区
021001,内蒙古自治区,呼伦贝尔市,海拉尔区
021008,内蒙古自治区,呼伦贝尔市,海拉尔区
021011,内蒙古自治区,呼伦贝尔市,海拉尔区
021012,内蒙古自治区,呼伦贝尔市,海拉尔区
021013,内蒙古自治区,呼伦贝尔市,海拉尔区
021021,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021022,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗
021024,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗
021025,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗
021100,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021107,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021108,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021109,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021112,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021113,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021114,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021115,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021116,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021121,内蒙古自治区,呼伦贝尔市,海拉尔区
021122,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021123,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021130,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021133,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021134,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
021200,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021206,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021207,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021208,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021209,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021211,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021212,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021213,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021215,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021216,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
021300,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗
021306,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗
021307,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗
021308,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗
021309,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗
021312,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗
